prompt_template,text,slice,true_label,predicted_label,correct,rationale
clinical_cautious_prompt,"The pipeline improves calibration, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The dashboard improves retrieval precision, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The dashboard improves accuracy, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The dashboard improves recall, but the evidence is limited.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The model is fast, but the errors are serious for edge deployment.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The model is fast, but the errors are serious for medical triage.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The model is fast, but the errors are serious for scientific retrieval.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The agent is fast, but the errors are serious for edge deployment.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The agent is fast, but the errors are serious for medical triage.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The agent is fast, but the errors are serious for scientific retrieval.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The detector is fast, but the errors are serious for edge deployment.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The detector is fast, but the errors are serious for medical triage.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The detector is fast, but the errors are serious for scientific retrieval.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The retriever is fast, but the errors are serious for edge deployment.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The retriever is fast, but the errors are serious for medical triage.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The retriever is fast, but the errors are serious for scientific retrieval.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The pipeline is fast, but the errors are serious for edge deployment.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The pipeline is fast, but the errors are serious for medical triage.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The pipeline is fast, but the errors are serious for scientific retrieval.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The dashboard is fast, but the errors are serious for edge deployment.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The dashboard is fast, but the errors are serious for medical triage.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,"The dashboard is fast, but the errors are serious for scientific retrieval.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['errors']
clinical_cautious_prompt,The model is useful in simple demos but unreliable in deployment.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,The agent is useful in simple demos but unreliable in deployment.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,The detector is useful in simple demos but unreliable in deployment.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,The retriever is useful in simple demos but unreliable in deployment.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,The pipeline is useful in simple demos but unreliable in deployment.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,The dashboard is useful in simple demos but unreliable in deployment.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=['unreliable']
clinical_cautious_prompt,"The model gives clear explanations, but some claims are unsupported.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The agent gives clear explanations, but some claims are unsupported.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The detector gives clear explanations, but some claims are unsupported.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The retriever gives clear explanations, but some claims are unsupported.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The pipeline gives clear explanations, but some claims are unsupported.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
clinical_cautious_prompt,"The dashboard gives clear explanations, but some claims are unsupported.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=[]; negative=[]
balanced_reasoning_prompt,The model is accurate on easy cases but unsafe on hard cases.,mixed_risk,negative,positive,False,"more positive evidence; positive=['accurate', 'easy']; negative=['unsafe']"
balanced_reasoning_prompt,The agent is accurate on easy cases but unsafe on hard cases.,mixed_risk,negative,positive,False,"more positive evidence; positive=['accurate', 'easy']; negative=['unsafe']"
balanced_reasoning_prompt,The detector is accurate on easy cases but unsafe on hard cases.,mixed_risk,negative,positive,False,"more positive evidence; positive=['accurate', 'easy']; negative=['unsafe']"
balanced_reasoning_prompt,The retriever is accurate on easy cases but unsafe on hard cases.,mixed_risk,negative,positive,False,"more positive evidence; positive=['accurate', 'easy']; negative=['unsafe']"
balanced_reasoning_prompt,The pipeline is accurate on easy cases but unsafe on hard cases.,mixed_risk,negative,positive,False,"more positive evidence; positive=['accurate', 'easy']; negative=['unsafe']"
balanced_reasoning_prompt,The dashboard is accurate on easy cases but unsafe on hard cases.,mixed_risk,negative,positive,False,"more positive evidence; positive=['accurate', 'easy']; negative=['unsafe']"
balanced_reasoning_prompt,The model is useful in simple demos but unreliable in deployment.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=['useful']; negative=['unreliable']
balanced_reasoning_prompt,The agent is useful in simple demos but unreliable in deployment.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=['useful']; negative=['unreliable']
balanced_reasoning_prompt,The detector is useful in simple demos but unreliable in deployment.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=['useful']; negative=['unreliable']
balanced_reasoning_prompt,The retriever is useful in simple demos but unreliable in deployment.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=['useful']; negative=['unreliable']
balanced_reasoning_prompt,The pipeline is useful in simple demos but unreliable in deployment.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=['useful']; negative=['unreliable']
balanced_reasoning_prompt,The dashboard is useful in simple demos but unreliable in deployment.,mixed_risk,negative,neutral,False,neutral tie/bias; positive=['useful']; negative=['unreliable']
balanced_reasoning_prompt,"The model gives clear explanations, but some claims are unsupported.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=['clear']; negative=['unsupported']
balanced_reasoning_prompt,"The agent gives clear explanations, but some claims are unsupported.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=['clear']; negative=['unsupported']
balanced_reasoning_prompt,"The detector gives clear explanations, but some claims are unsupported.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=['clear']; negative=['unsupported']
balanced_reasoning_prompt,"The retriever gives clear explanations, but some claims are unsupported.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=['clear']; negative=['unsupported']
balanced_reasoning_prompt,"The pipeline gives clear explanations, but some claims are unsupported.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=['clear']; negative=['unsupported']
balanced_reasoning_prompt,"The dashboard gives clear explanations, but some claims are unsupported.",mixed_risk,negative,neutral,False,neutral tie/bias; positive=['clear']; negative=['unsupported']
